"GEO_ID","NAME","H3_001N","H3_002N","H3_003N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Occupied"," !!Total:!!Vacant",
"1500000US190570002002","Block Group 2; Census Tract 2; Des Moines County; Iowa","416","358","58",
"1500000US190570002003","Block Group 3; Census Tract 2; Des Moines County; Iowa","372","317","55",
"1500000US190570002004","Block Group 4; Census Tract 2; Des Moines County; Iowa","321","248","73",
"1500000US190570003001","Block Group 1; Census Tract 3; Des Moines County; Iowa","637","585","52",
"1500000US190570003002","Block Group 2; Census Tract 3; Des Moines County; Iowa","288","264","24",
"1500000US190570003003","Block Group 3; Census Tract 3; Des Moines County; Iowa","282","252","30",
"1500000US190570003004","Block Group 4; Census Tract 3; Des Moines County; Iowa","545","484","61",
"1500000US190570003005","Block Group 5; Census Tract 3; Des Moines County; Iowa","223","212","11",
"1500000US190570004001","Block Group 1; Census Tract 4; Des Moines County; Iowa","468","363","105",
"1500000US190570004002","Block Group 2; Census Tract 4; Des Moines County; Iowa","320","238","82",
"1500000US190570004003","Block Group 3; Census Tract 4; Des Moines County; Iowa","376","292","84",
"1500000US190570004004","Block Group 4; Census Tract 4; Des Moines County; Iowa","320","294","26",
"1500000US190570004005","Block Group 5; Census Tract 4; Des Moines County; Iowa","295","256","39",
"1500000US190570005001","Block Group 1; Census Tract 5; Des Moines County; Iowa","328","266","62",
"1500000US190570005002","Block Group 2; Census Tract 5; Des Moines County; Iowa","315","270","45",
"1500000US190570005003","Block Group 3; Census Tract 5; Des Moines County; Iowa","566","515","51",
"1500000US190570005004","Block Group 4; Census Tract 5; Des Moines County; Iowa","281","258","23",
"1500000US190570005005","Block Group 5; Census Tract 5; Des Moines County; Iowa","329","307","22",
"1500000US190570005006","Block Group 6; Census Tract 5; Des Moines County; Iowa","333","300","33",
"1500000US190570006001","Block Group 1; Census Tract 6; Des Moines County; Iowa","344","308","36",
"1500000US190570006002","Block Group 2; Census Tract 6; Des Moines County; Iowa","292","262","30",
"1500000US190570006003","Block Group 3; Census Tract 6; Des Moines County; Iowa","367","345","22",
"1500000US190570006004","Block Group 4; Census Tract 6; Des Moines County; Iowa","308","291","17",
"1500000US190570006005","Block Group 5; Census Tract 6; Des Moines County; Iowa","567","526","41",
"1500000US190570007001","Block Group 1; Census Tract 7; Des Moines County; Iowa","467","435","32",
"1500000US190570007002","Block Group 2; Census Tract 7; Des Moines County; Iowa","308","285","23",
"1500000US190570007003","Block Group 3; Census Tract 7; Des Moines County; Iowa","734","663","71",
"1500000US190570008001","Block Group 1; Census Tract 8; Des Moines County; Iowa","348","316","32",
"1500000US190570008002","Block Group 2; Census Tract 8; Des Moines County; Iowa","459","421","38",
"1500000US190570008003","Block Group 3; Census Tract 8; Des Moines County; Iowa","393","352","41",
"1500000US190570008004","Block Group 4; Census Tract 8; Des Moines County; Iowa","432","393","39",
"1500000US190570009001","Block Group 1; Census Tract 9; Des Moines County; Iowa","546","499","47",
"1500000US190570009002","Block Group 2; Census Tract 9; Des Moines County; Iowa","502","453","49",
"1500000US190570009003","Block Group 3; Census Tract 9; Des Moines County; Iowa","514","472","42",
"1500000US190570010001","Block Group 1; Census Tract 10; Des Moines County; Iowa","309","246","63",
"1500000US190570010002","Block Group 2; Census Tract 10; Des Moines County; Iowa","302","279","23",
"1500000US190570010003","Block Group 3; Census Tract 10; Des Moines County; Iowa","428","402","26",
"1500000US190570010004","Block Group 4; Census Tract 10; Des Moines County; Iowa","338","318","20",
"1500000US190570010005","Block Group 5; Census Tract 10; Des Moines County; Iowa","281","240","41",
"1500000US190570010006","Block Group 6; Census Tract 10; Des Moines County; Iowa","396","342","54",
"1500000US190570011001","Block Group 1; Census Tract 11; Des Moines County; Iowa","265","234","31",
"1500000US190570011002","Block Group 2; Census Tract 11; Des Moines County; Iowa","330","314","16",
"1500000US190570011003","Block Group 3; Census Tract 11; Des Moines County; Iowa","345","327","18",
"1500000US190570011004","Block Group 4; Census Tract 11; Des Moines County; Iowa","306","293","13",
"1500000US190570011005","Block Group 5; Census Tract 11; Des Moines County; Iowa","333","292","41",
"1500000US190570012001","Block Group 1; Census Tract 12; Des Moines County; Iowa","298","265","33",
"1500000US190570012002","Block Group 2; Census Tract 12; Des Moines County; Iowa","281","241","40",
"1500000US190570012003","Block Group 3; Census Tract 12; Des Moines County; Iowa","323","319","4",
"1500000US190570012004","Block Group 4; Census Tract 12; Des Moines County; Iowa","258","225","33",
"1500000US190594502001","Block Group 1; Census Tract 4502; Dickinson County; Iowa","494","444","50",
"1500000US190594502002","Block Group 2; Census Tract 4502; Dickinson County; Iowa","634","524","110",
"1500000US190594505011","Block Group 1; Census Tract 4505.01; Dickinson County; Iowa","606","452","154",
"1500000US190594505012","Block Group 2; Census Tract 4505.01; Dickinson County; Iowa","463","402","61",
"1500000US190594505013","Block Group 3; Census Tract 4505.01; Dickinson County; Iowa","355","291","64",
"1500000US190594505021","Block Group 1; Census Tract 4505.02; Dickinson County; Iowa","530","359","171",
"1500000US190594505022","Block Group 2; Census Tract 4505.02; Dickinson County; Iowa","999","906","93",
"1500000US190594508001","Block Group 1; Census Tract 4508; Dickinson County; Iowa","433","404","29",
"1500000US190594508002","Block Group 2; Census Tract 4508; Dickinson County; Iowa","704","635","69",
"1500000US190594508003","Block Group 3; Census Tract 4508; Dickinson County; Iowa","497","441","56",
"1500000US190594510001","Block Group 1; Census Tract 4510; Dickinson County; Iowa","448","254","194",
"1500000US190594510002","Block Group 2; Census Tract 4510; Dickinson County; Iowa","1109","278","831",
"1500000US190594510003","Block Group 3; Census Tract 4510; Dickinson County; Iowa","325","226","99",
"1500000US190594510004","Block Group 4; Census Tract 4510; Dickinson County; Iowa","944","344","600",
"1500000US190594511001","Block Group 1; Census Tract 4511; Dickinson County; Iowa","1074","309","765",
"1500000US190594511002","Block Group 2; Census Tract 4511; Dickinson County; Iowa","1434","607","827",
"1500000US190594511003","Block Group 3; Census Tract 4511; Dickinson County; Iowa","1014","264","750",
"1500000US190594511004","Block Group 4; Census Tract 4511; Dickinson County; Iowa","780","532","248",
"1500000US190594511005","Block Group 5; Census Tract 4511; Dickinson County; Iowa","848","304","544",
"1500000US190610001001","Block Group 1; Census Tract 1; Dubuque County; Iowa","635","521","114",
"1500000US190610001002","Block Group 2; Census Tract 1; Dubuque County; Iowa","404","357","47",
"1500000US190610001003","Block Group 3; Census Tract 1; Dubuque County; Iowa","664","531","133",
"1500000US190610003001","Block Group 1; Census Tract 3; Dubuque County; Iowa","567","546","21",
"1500000US190610003002","Block Group 2; Census Tract 3; Dubuque County; Iowa","331","303","28",
"1500000US190610004001","Block Group 1; Census Tract 4; Dubuque County; Iowa","403","394","9",
"1500000US190610004002","Block Group 2; Census Tract 4; Dubuque County; Iowa","516","467","49",
"1500000US190610004003","Block Group 3; Census Tract 4; Dubuque County; Iowa","801","781","20",
"1500000US190610005001","Block Group 1; Census Tract 5; Dubuque County; Iowa","361","329","32",
"1500000US190610005002","Block Group 2; Census Tract 5; Dubuque County; Iowa","445","396","49",
"1500000US190610005003","Block Group 3; Census Tract 5; Dubuque County; Iowa","423","366","57",
"1500000US190610005004","Block Group 4; Census Tract 5; Dubuque County; Iowa","604","535","69",
"1500000US190610006001","Block Group 1; Census Tract 6; Dubuque County; Iowa","388","368","20",
"1500000US190610006002","Block Group 2; Census Tract 6; Dubuque County; Iowa","549","457","92",
"1500000US190610006003","Block Group 3; Census Tract 6; Dubuque County; Iowa","397","374","23",
"1500000US190610007011","Block Group 1; Census Tract 7.01; Dubuque County; Iowa","448","383","65",
"1500000US190610007012","Block Group 2; Census Tract 7.01; Dubuque County; Iowa","375","339","36",
"1500000US190610007013","Block Group 3; Census Tract 7.01; Dubuque County; Iowa","416","379","37",
"1500000US190610007021","Block Group 1; Census Tract 7.02; Dubuque County; Iowa","285","256","29",
"1500000US190610007022","Block Group 2; Census Tract 7.02; Dubuque County; Iowa","632","485","147",
"1500000US190610007023","Block Group 3; Census Tract 7.02; Dubuque County; Iowa","243","225","18",
"1500000US190610007024","Block Group 4; Census Tract 7.02; Dubuque County; Iowa","495","458","37",
"1500000US190610008011","Block Group 1; Census Tract 8.01; Dubuque County; Iowa","254","244","10",
"1500000US190610008012","Block Group 2; Census Tract 8.01; Dubuque County; Iowa","627","544","83",
"1500000US190610008013","Block Group 3; Census Tract 8.01; Dubuque County; Iowa","396","379","17",
"1500000US190610008014","Block Group 4; Census Tract 8.01; Dubuque County; Iowa","557","535","22",
"1500000US190610008021","Block Group 1; Census Tract 8.02; Dubuque County; Iowa","376","365","11",
"1500000US190610008022","Block Group 2; Census Tract 8.02; Dubuque County; Iowa","546","541","5",
"1500000US190610008023","Block Group 3; Census Tract 8.02; Dubuque County; Iowa","648","595","53",
"1500000US190610009001","Block Group 1; Census Tract 9; Dubuque County; Iowa","660","619","41",
"1500000US190610009002","Block Group 2; Census Tract 9; Dubuque County; Iowa","341","313","28",
"1500000US190610009003","Block Group 3; Census Tract 9; Dubuque County; Iowa","404","387","17",
"1500000US190610011011","Block Group 1; Census Tract 11.01; Dubuque County; Iowa","673","652","21",
"1500000US190610011012","Block Group 2; Census Tract 11.01; Dubuque County; Iowa","516","499","17",
"1500000US190610011013","Block Group 3; Census Tract 11.01; Dubuque County; Iowa","307","300","7",
"1500000US190610011031","Block Group 1; Census Tract 11.03; Dubuque County; Iowa","1024","930","94",
"1500000US190610011041","Block Group 1; Census Tract 11.04; Dubuque County; Iowa","293","272","21",
"1500000US190610011042","Block Group 2; Census Tract 11.04; Dubuque County; Iowa","425","388","37",
"1500000US190610011043","Block Group 3; Census Tract 11.04; Dubuque County; Iowa","406","401","5",
"1500000US190610011044","Block Group 4; Census Tract 11.04; Dubuque County; Iowa","287","287","0",
"1500000US190610011045","Block Group 5; Census Tract 11.04; Dubuque County; Iowa","609","577","32",
"1500000US190610012011","Block Group 1; Census Tract 12.01; Dubuque County; Iowa","846","798","48",
"1500000US190610012012","Block Group 2; Census Tract 12.01; Dubuque County; Iowa","481","477","4",
"1500000US190610012013","Block Group 3; Census Tract 12.01; Dubuque County; Iowa","559","527","32",
"1500000US190610012021","Block Group 1; Census Tract 12.02; Dubuque County; Iowa","651","600","51",
"1500000US190610012022","Block Group 2; Census Tract 12.02; Dubuque County; Iowa","540","510","30",
"1500000US190610012041","Block Group 1; Census Tract 12.04; Dubuque County; Iowa","590","580","10",
"1500000US190610012042","Block Group 2; Census Tract 12.04; Dubuque County; Iowa","490","480","10",
"1500000US190610012051","Block Group 1; Census Tract 12.05; Dubuque County; Iowa","685","656","29",
"1500000US190610012052","Block Group 2; Census Tract 12.05; Dubuque County; Iowa","853","790","63",
"1500000US190610012053","Block Group 3; Census Tract 12.05; Dubuque County; Iowa","446","435","11",
"1500000US190610101011","Block Group 1; Census Tract 101.01; Dubuque County; Iowa","386","363","23",
"1500000US190610101012","Block Group 2; Census Tract 101.01; Dubuque County; Iowa","762","701","61",
"1500000US190610101031","Block Group 1; Census Tract 101.03; Dubuque County; Iowa","466","433","33",
"1500000US190610101032","Block Group 2; Census Tract 101.03; Dubuque County; Iowa","880","834","46",
"1500000US190610101033","Block Group 3; Census Tract 101.03; Dubuque County; Iowa","264","241","23",
"1500000US190610101041","Block Group 1; Census Tract 101.04; Dubuque County; Iowa","885","866","19",
"1500000US190610101042","Block Group 2; Census Tract 101.04; Dubuque County; Iowa","626","605","21",
"1500000US190610101043","Block Group 3; Census Tract 101.04; Dubuque County; Iowa","677","658","19",
"1500000US190610101051","Block Group 1; Census Tract 101.05; Dubuque County; Iowa","420","386","34",
"1500000US190610101052","Block Group 2; Census Tract 101.05; Dubuque County; Iowa","537","520","17",
"1500000US190610101053","Block Group 3; Census Tract 101.05; Dubuque County; Iowa","518","501","17",
"1500000US190610102011","Block Group 1; Census Tract 102.01; Dubuque County; Iowa","279","265","14",
"1500000US190610102012","Block Group 2; Census Tract 102.01; Dubuque County; Iowa","1018","992","26",
"1500000US190610102013","Block Group 3; Census Tract 102.01; Dubuque County; Iowa","476","457","19",
"1500000US190610102014","Block Group 4; Census Tract 102.01; Dubuque County; Iowa","572","558","14",
"1500000US190610102021","Block Group 1; Census Tract 102.02; Dubuque County; Iowa","342","335","7",
"1500000US190610102022","Block Group 2; Census Tract 102.02; Dubuque County; Iowa","705","681","24",
"1500000US190610102023","Block Group 3; Census Tract 102.02; Dubuque County; Iowa","608","591","17",
"1500000US190610103001","Block Group 1; Census Tract 103; Dubuque County; Iowa","418","383","35",
"1500000US190610103002","Block Group 2; Census Tract 103; Dubuque County; Iowa","254","233","21",
"1500000US190610103003","Block Group 3; Census Tract 103; Dubuque County; Iowa","623","606","17",
"1500000US190610104001","Block Group 1; Census Tract 104; Dubuque County; Iowa","422","399","23",
"1500000US190610104002","Block Group 2; Census Tract 104; Dubuque County; Iowa","340","326","14",
"1500000US190610104003","Block Group 3; Census Tract 104; Dubuque County; Iowa","304","290","14",
"1500000US190610104004","Block Group 4; Census Tract 104; Dubuque County; Iowa","581","538","43",
"1500000US190610105001","Block Group 1; Census Tract 105; Dubuque County; Iowa","525","493","32",
"1500000US190610105002","Block Group 2; Census Tract 105; Dubuque County; Iowa","470","439","31",
"1500000US190610105003","Block Group 3; Census Tract 105; Dubuque County; Iowa","516","486","30",
"1500000US190610105004","Block Group 4; Census Tract 105; Dubuque County; Iowa","542","516","26",
"1500000US190610106001","Block Group 1; Census Tract 106; Dubuque County; Iowa","684","657","27",
"1500000US190610106002","Block Group 2; Census Tract 106; Dubuque County; Iowa","306","281","25",
"1500000US190610106003","Block Group 3; Census Tract 106; Dubuque County; Iowa","352","326","26",
"1500000US190630701001","Block Group 1; Census Tract 701; Emmet County; Iowa","441","373","68",
"1500000US190630701002","Block Group 2; Census Tract 701; Emmet County; Iowa","464","408","56",
"1500000US190630702001","Block Group 1; Census Tract 702; Emmet County; Iowa","313","294","19",
"1500000US190630702002","Block Group 2; Census Tract 702; Emmet County; Iowa","462","371","91",
"1500000US190630703001","Block Group 1; Census Tract 703; Emmet County; Iowa","431","363","68",
"1500000US190630703002","Block Group 2; Census Tract 703; Emmet County; Iowa","374","365","9",
"1500000US190630703003","Block Group 3; Census Tract 703; Emmet County; Iowa","582","528","54",
"1500000US190630704001","Block Group 1; Census Tract 704; Emmet County; Iowa","389","339","50",
"1500000US190630704002","Block Group 2; Census Tract 704; Emmet County; Iowa","443","422","21",
"1500000US190630704003","Block Group 3; Census Tract 704; Emmet County; Iowa","302","279","23",
"1500000US190630704004","Block Group 4; Census Tract 704; Emmet County; Iowa","274","230","44",
"1500000US190650801001","Block Group 1; Census Tract 801; Fayette County; Iowa","543","494","49",
"1500000US190650801002","Block Group 2; Census Tract 801; Fayette County; Iowa","392","336","56",
"1500000US190650801003","Block Group 3; Census Tract 801; Fayette County; Iowa","368","343","25",
"1500000US190650802001","Block Group 1; Census Tract 802; Fayette County; Iowa","559","459","100",
"1500000US190650802002","Block Group 2; Census Tract 802; Fayette County; Iowa","284","258","26",
"1500000US190650802003","Block Group 3; Census Tract 802; Fayette County; Iowa","314","279","35",
"1500000US190650802004","Block Group 4; Census Tract 802; Fayette County; Iowa","246","224","22",
"1500000US190650803001","Block Group 1; Census Tract 803; Fayette County; Iowa","432","396","36",
"1500000US190650803002","Block Group 2; Census Tract 803; Fayette County; Iowa","605","562","43",
"1500000US190650804001","Block Group 1; Census Tract 804; Fayette County; Iowa","726","628","98",
"1500000US190650804002","Block Group 2; Census Tract 804; Fayette County; Iowa","637","555","82",
"1500000US190650805001","Block Group 1; Census Tract 805; Fayette County; Iowa","556","443","113",
"1500000US190650805002","Block Group 2; Census Tract 805; Fayette County; Iowa","560","481","79",
"1500000US190650805003","Block Group 3; Census Tract 805; Fayette County; Iowa","318","274","44",
"1500000US190650805004","Block Group 4; Census Tract 805; Fayette County; Iowa","330","290","40",
"1500000US190650806001","Block Group 1; Census Tract 806; Fayette County; Iowa","369","318","51",
"1500000US190650806002","Block Group 2; Census Tract 806; Fayette County; Iowa","382","325","57",
"1500000US190650806003","Block Group 3; Census Tract 806; Fayette County; Iowa","383","350","33",
"1500000US190650807001","Block Group 1; Census Tract 807; Fayette County; Iowa","371","342","29",
"1500000US190650807002","Block Group 2; Census Tract 807; Fayette County; Iowa","300","278","22",
"1500000US190650807003","Block Group 3; Census Tract 807; Fayette County; Iowa","279","243","36",
"1500000US190650807004","Block Group 4; Census Tract 807; Fayette County; Iowa","344","296","48",
"1500000US190674801001","Block Group 1; Census Tract 4801; Floyd County; Iowa","435","411","24",
"1500000US190674801002","Block Group 2; Census Tract 4801; Floyd County; Iowa","378","361","17",
"1500000US190674801003","Block Group 3; Census Tract 4801; Floyd County; Iowa","315","303","12",
"1500000US190674802001","Block Group 1; Census Tract 4802; Floyd County; Iowa","319","294","25",
"1500000US190674802002","Block Group 2; Census Tract 4802; Floyd County; Iowa","374","345","29",
"1500000US190674802003","Block Group 3; Census Tract 4802; Floyd County; Iowa","461","437","24",
"1500000US190674803001","Block Group 1; Census Tract 4803; Floyd County; Iowa","312","284","28",
"1500000US190674803002","Block Group 2; Census Tract 4803; Floyd County; Iowa","404","378","26",
"1500000US190674803003","Block Group 3; Census Tract 4803; Floyd County; Iowa","408","350","58",
"1500000US190674804001","Block Group 1; Census Tract 4804; Floyd County; Iowa","482","424","58",
"1500000US190674804002","Block Group 2; Census Tract 4804; Floyd County; Iowa","680","616","64",
"1500000US190674804003","Block Group 3; Census Tract 4804; Floyd County; Iowa","354","330","24",
"1500000US190674805001","Block Group 1; Census Tract 4805; Floyd County; Iowa","454","412","42",
"1500000US190674805002","Block Group 2; Census Tract 4805; Floyd County; Iowa","688","626","62",
"1500000US190674805003","Block Group 3; Census Tract 4805; Floyd County; Iowa","365","337","28",
"1500000US190674805004","Block Group 4; Census Tract 4805; Floyd County; Iowa","377","350","27",
"1500000US190674805005","Block Group 5; Census Tract 4805; Floyd County; Iowa","508","416","92",
"1500000US190693601001","Block Group 1; Census Tract 3601; Franklin County; Iowa","300","275","25",
"1500000US190693601002","Block Group 2; Census Tract 3601; Franklin County; Iowa","264","232","32",
"1500000US190693601003","Block Group 3; Census Tract 3601; Franklin County; Iowa","383","325","58",
"1500000US190693601004","Block Group 4; Census Tract 3601; Franklin County; Iowa","516","486","30",
"1500000US190693602001","Block Group 1; Census Tract 3602; Franklin County; Iowa","402","360","42",
"1500000US190693602002","Block Group 2; Census Tract 3602; Franklin County; Iowa","663","600","63",
"1500000US190693602003","Block Group 3; Census Tract 3602; Franklin County; Iowa","543","497","46",
"1500000US190693602004","Block Group 4; Census Tract 3602; Franklin County; Iowa","444","396","48",
"1500000US190693603001","Block Group 1; Census Tract 3603; Franklin County; Iowa","411","358","53",
"1500000US190693603002","Block Group 2; Census Tract 3603; Franklin County; Iowa","384","327","57",
"1500000US190693603003","Block Group 3; Census Tract 3603; Franklin County; Iowa","346","285","61",
"1500000US190719701001","Block Group 1; Census Tract 9701; Fremont County; Iowa","355","312","43",
"1500000US190719701002","Block Group 2; Census Tract 9701; Fremont County; Iowa","610","553","57",
"1500000US190719702001","Block Group 1; Census Tract 9702; Fremont County; Iowa","341","306","35",
"1500000US190719702002","Block Group 2; Census Tract 9702; Fremont County; Iowa","462","434","28",
"1500000US190719702003","Block Group 3; Census Tract 9702; Fremont County; Iowa","393","339","54",
"1500000US190719703001","Block Group 1; Census Tract 9703; Fremont County; Iowa","216","165","51",
"1500000US190719703002","Block Group 2; Census Tract 9703; Fremont County; Iowa","434","358","76",
"1500000US190719703003","Block Group 3; Census Tract 9703; Fremont County; Iowa","299","253","46",
"1500000US190730801001","Block Group 1; Census Tract 801; Greene County; Iowa","874","757","117",
"1500000US190730802001","Block Group 1; Census Tract 802; Greene County; Iowa","376","338","38",
"1500000US190730802002","Block Group 2; Census Tract 802; Greene County; Iowa","768","677","91",
"1500000US190730803001","Block Group 1; Census Tract 803; Greene County; Iowa","586","513","73",
"1500000US190730803002","Block Group 2; Census Tract 803; Greene County; Iowa","836","768","68",
"1500000US190730805001","Block Group 1; Census Tract 805; Greene County; Iowa","869","749","120",
"1500000US190759601001","Block Group 1; Census Tract 9601; Grundy County; Iowa","959","913","46",
"1500000US190759601002","Block Group 2; Census Tract 9601; Grundy County; Iowa","1008","922","86",
"1500000US190759602001","Block Group 1; Census Tract 9602; Grundy County; Iowa","437","407","30",
"1500000US190759602002","Block Group 2; Census Tract 9602; Grundy County; Iowa","766","712","54",
"1500000US190759603001","Block Group 1; Census Tract 9603; Grundy County; Iowa","527","481","46",
"1500000US190759603002","Block Group 2; Census Tract 9603; Grundy County; Iowa","863","815","48",
"1500000US190759604001","Block Group 1; Census Tract 9604; Grundy County; Iowa","905","819","86",
"1500000US190779501001","Block Group 1; Census Tract 9501; Guthrie County; Iowa","995","662","333",
"1500000US190779501002","Block Group 2; Census Tract 9501; Guthrie County; Iowa","734","486","248",
"1500000US190779501003","Block Group 3; Census Tract 9501; Guthrie County; Iowa","732","612","120",
"1500000US190779502001","Block Group 1; Census Tract 9502; Guthrie County; Iowa","544","468","76",
"1500000US190779502002","Block Group 2; Census Tract 9502; Guthrie County; Iowa","549","442","107",
"1500000US190779503001","Block Group 1; Census Tract 9503; Guthrie County; Iowa","792","628","164",
"1500000US190779503002","Block Group 2; Census Tract 9503; Guthrie County; Iowa","528","488","40",
"1500000US190779503003","Block Group 3; Census Tract 9503; Guthrie County; Iowa","899","743","156",
"1500000US190799601001","Block Group 1; Census Tract 9601; Hamilton County; Iowa","851","755","96",
"1500000US190799602001","Block Group 1; Census Tract 9602; Hamilton County; Iowa","522","488","34",
"1500000US190799602002","Block Group 2; Census Tract 9602; Hamilton County; Iowa","391","348","43",
"1500000US190799602003","Block Group 3; Census Tract 9602; Hamilton County; Iowa","253","217","36",
"1500000US190799602004","Block Group 4; Census Tract 9602; Hamilton County; Iowa","319","295","24",
"1500000US190799603001","Block Group 1; Census Tract 9603; Hamilton County; Iowa","471","399","72",
"1500000US190799603002","Block Group 2; Census Tract 9603; Hamilton County; Iowa","468","420","48",
"1500000US190799603003","Block Group 3; Census Tract 9603; Hamilton County; Iowa","443","407","36",
"1500000US190799604001","Block Group 1; Census Tract 9604; Hamilton County; Iowa","561","533","28",
"1500000US190799604002","Block Group 2; Census Tract 9604; Hamilton County; Iowa","676","597","79",
"1500000US190799604003","Block Group 3; Census Tract 9604; Hamilton County; Iowa","385","340","45",
"1500000US190799604004","Block Group 4; Census Tract 9604; Hamilton County; Iowa","333","303","30",
"1500000US190799604005","Block Group 5; Census Tract 9604; Hamilton County; Iowa","481","398","83",
"1500000US190799605001","Block Group 1; Census Tract 9605; Hamilton County; Iowa","252","225","27",
"1500000US190799605002","Block Group 2; Census Tract 9605; Hamilton County; Iowa","327","283","44",
"1500000US190799605003","Block Group 3; Census Tract 9605; Hamilton County; Iowa","304","275","29",
"1500000US190812701001","Block Group 1; Census Tract 2701; Hancock County; Iowa","632","588","44",
"1500000US190812701002","Block Group 2; Census Tract 2701; Hancock County; Iowa","616","588","28",
"1500000US190812701003","Block Group 3; Census Tract 2701; Hancock County; Iowa","477","437","40",
"1500000US190812702001","Block Group 1; Census Tract 2702; Hancock County; Iowa","445","387","58",
"1500000US190812702002","Block Group 2; Census Tract 2702; Hancock County; Iowa","699","612","87",
"1500000US190812703001","Block Group 1; Census Tract 2703; Hancock County; Iowa","346","291","55",
"1500000US190812703002","Block Group 2; Census Tract 2703; Hancock County; Iowa","906","842","64",
"1500000US190812704001","Block Group 1; Census Tract 2704; Hancock County; Iowa","418","356","62",
"1500000US190812704002","Block Group 2; Census Tract 2704; Hancock County; Iowa","574","484","90",
"1500000US190834801001","Block Group 1; Census Tract 4801; Hardin County; Iowa","287","240","47",
"1500000US190834801002","Block Group 2; Census Tract 4801; Hardin County; Iowa","351","307","44",
"1500000US190834801003","Block Group 3; Census Tract 4801; Hardin County; Iowa","610","541","69",
"1500000US190834802001","Block Group 1; Census Tract 4802; Hardin County; Iowa","507","416","91",
"1500000US190834802002","Block Group 2; Census Tract 4802; Hardin County; Iowa","300","266","34",
"1500000US190834802003","Block Group 3; Census Tract 4802; Hardin County; Iowa","354","319","35",
"1500000US190834803001","Block Group 1; Census Tract 4803; Hardin County; Iowa","491","463","28",
"1500000US190834803002","Block Group 2; Census Tract 4803; Hardin County; Iowa","439","393","46",
"1500000US190834803003","Block Group 3; Census Tract 4803; Hardin County; Iowa","445","411","34",
"1500000US190834803004","Block Group 4; Census Tract 4803; Hardin County; Iowa","269","219","50",
"1500000US190834804001","Block Group 1; Census Tract 4804; Hardin County; Iowa","337","292","45",
"1500000US190834804002","Block Group 2; Census Tract 4804; Hardin County; Iowa","501","460","41",
"1500000US190834804003","Block Group 3; Census Tract 4804; Hardin County; Iowa","456","407","49",
"1500000US190834805001","Block Group 1; Census Tract 4805; Hardin County; Iowa","258","233","25",
"1500000US190834805002","Block Group 2; Census Tract 4805; Hardin County; Iowa","273","254","19",
"1500000US190834805003","Block Group 3; Census Tract 4805; Hardin County; Iowa","402","367","35",
"1500000US190834805004","Block Group 4; Census Tract 4805; Hardin County; Iowa","353","296","57",
"1500000US190834806001","Block Group 1; Census Tract 4806; Hardin County; Iowa","470","400","70",
"1500000US190834806002","Block Group 2; Census Tract 4806; Hardin County; Iowa","481","412","69",
"1500000US190834806003","Block Group 3; Census Tract 4806; Hardin County; Iowa","448","374","74",
"1500000US190852901001","Block Group 1; Census Tract 2901; Harrison County; Iowa","419","298","121",
"1500000US190852901002","Block Group 2; Census Tract 2901; Harrison County; Iowa","364","329","35",
"1500000US190852901003","Block Group 3; Census Tract 2901; Harrison County; Iowa","481","427","54",
"1500000US190852902001","Block Group 1; Census Tract 2902; Harrison County; Iowa","511","444","67",
"1500000US190852902002","Block Group 2; Census Tract 2902; Harrison County; Iowa","332","316","16",
"1500000US190852902003","Block Group 3; Census Tract 2902; Harrison County; Iowa","750","673","77",
"1500000US190852903001","Block Group 1; Census Tract 2903; Harrison County; Iowa","567","522","45",
"1500000US190852903002","Block Group 2; Census Tract 2903; Harrison County; Iowa","364","334","30",
"1500000US190852903003","Block Group 3; Census Tract 2903; Harrison County; Iowa","328","295","33",
"1500000US190852904001","Block Group 1; Census Tract 2904; Harrison County; Iowa","347","267","80",
"1500000US190852904002","Block Group 2; Census Tract 2904; Harrison County; Iowa","627","578","49",
"1500000US190852904003","Block Group 3; Census Tract 2904; Harrison County; Iowa","535","496","39",
"1500000US190852905001","Block Group 1; Census Tract 2905; Harrison County; Iowa","522","488","34",
"1500000US190852905002","Block Group 2; Census Tract 2905; Harrison County; Iowa","518","484","34",
"1500000US190879701001","Block Group 1; Census Tract 9701; Henry County; Iowa","463","421","42",
"1500000US190879701002","Block Group 2; Census Tract 9701; Henry County; Iowa","256","234","22",
"1500000US190879701003","Block Group 3; Census Tract 9701; Henry County; Iowa","423","403","20",
"1500000US190879701004","Block Group 4; Census Tract 9701; Henry County; Iowa","238","224","14",
"1500000US190879701005","Block Group 5; Census Tract 9701; Henry County; Iowa","273","228","45",
"1500000US190879702001","Block Group 1; Census Tract 9702; Henry County; Iowa","384","347","37",
"1500000US190879702002","Block Group 2; Census Tract 9702; Henry County; Iowa","401","386","15",
"1500000US190879702003","Block Group 3; Census Tract 9702; Henry County; Iowa","540","495","45",
"1500000US190879703001","Block Group 1; Census Tract 9703; Henry County; Iowa","575","503","72",
"1500000US190879703002","Block Group 2; Census Tract 9703; Henry County; Iowa","472","420","52",
"1500000US190879703003","Block Group 3; Census Tract 9703; Henry County; Iowa","384","353","31",
"1500000US190879703004","Block Group 4; Census Tract 9703; Henry County; Iowa","423","395","28",
"1500000US190879704001","Block Group 1; Census Tract 9704; Henry County; Iowa","458","424","34",
"1500000US190879704002","Block Group 2; Census Tract 9704; Henry County; Iowa","394","369","25",
